,Subject,Timepoint,Subgraph_Index,Number_R2,Image_R2,Word_R2
287,0,1,127,0.5847987946466447,0.5049991480618861,0.15045548005026682
288,0,1,128,0.5866243907949837,0.5034658377799635,0.15505948321785684
289,0,1,129,0.7885885414795413,0.5912003123508969,0.22129985393521345
290,0,1,130,0.8014826073074487,0.6017932800026269,0.22195947046337985
291,0,1,131,0.8240546133688832,0.6043031127579875,0.20114505673198338
292,0,1,132,0.8124507303722739,0.6046526913428486,0.21722607374809427
293,0,1,133,0.8168972389937625,0.6024821175610453,0.20091537682655602
294,0,1,134,0.8401248422319219,0.6058073359048154,0.22036731257312142
295,0,1,135,0.7174485196870831,0.5420872097890754,0.16340292525264818
296,0,1,136,0.8388667371417755,0.6185626471010794,0.2241354595013074
297,0,1,137,0.8210135331051029,0.6039980577922962,0.21358706580811013
298,0,1,138,0.826749151060914,0.6048306198914098,0.21436104958330313
299,0,1,139,0.8567670625770053,0.6185395825453613,0.2232125501490601
300,0,1,140,0.8532393334819688,0.6144276907407231,0.22679064112593952
301,0,1,141,0.7988983258139849,0.601579997429647,0.21852109721510704
302,0,1,142,0.7797950733236579,0.5950291603399368,0.2262862543521613
303,0,1,143,0.8376604079595025,0.6184049590492025,0.229479594481492
304,0,1,144,0.6845981465431146,0.5404598262905346,0.17480479651783631
305,0,1,145,0.7876578529476889,0.619906658368031,0.221405507012678
306,0,1,146,0.8563298830244459,0.6170179653298211,0.22737260821963165
307,0,1,147,0.8339459288845987,0.617041370441478,0.23271261835448623
308,0,1,148,0.8268732679052972,0.6150341872098455,0.21066659516881076
309,0,1,149,0.8439648696262223,0.6092596169090212,0.21085296123963024
310,0,1,150,0.8014617868931855,0.6183911752304976,0.2149160103244287
311,0,1,151,0.8577983348735125,0.6124324261837888,0.2200566628174244
312,0,1,152,0.835208969093415,0.6129221079151774,0.21678785586142543
313,0,1,153,0.8172180674057932,0.6048403592909922,0.22391953532006595
314,0,1,154,0.8240752330351833,0.6048487143867706,0.21178280266045765
315,0,1,155,0.8587415455415954,0.6185679324052682,0.22097169268694675
316,0,1,156,0.7530051021015118,0.5618566255953862,0.19937316560916724
317,0,1,157,0.8229084818754245,0.6079933040336396,0.21235025888514336
318,0,1,158,0.8422502381614059,0.6165651130618627,0.21885447599291916
319,0,1,159,0.8260504613145637,0.6062019271224357,0.2179941227396927
320,0,2,0,0.7309261533891969,0.5605473854313864,0.20066448754726351
321,0,2,1,0.7953439907110339,0.59740006097373,0.20789876519805248
322,0,2,2,0.8052305364811012,0.5917461921493766,0.2133683218134301
323,0,2,3,0.7807865505934032,0.6016611263730213,0.20886745958748765
324,0,2,4,0.6993181084827766,0.5396749054597937,0.17947519737832515
325,0,2,5,0.8108809661603424,0.6013937086262933,0.20744102234541473
326,0,2,6,0.7727786330976577,0.5393052095550762,0.17694361647862372
327,0,2,7,0.8150562597910108,0.6016457887005198,0.2208711438955971
328,0,2,8,0.8156204161354672,0.6039857878533861,0.21328837951815352
329,0,2,9,0.7452275310339241,0.5645400242618493,0.21194090679213468
330,0,2,10,0.7889614820373227,0.5932221566394912,0.21564789671838264
331,0,2,11,0.8252565071323723,0.6046311633486975,0.21198666863716936
332,0,2,12,0.8175163658482174,0.601665974801665,0.21601320892727688
333,0,2,13,0.8302639836998946,0.5912176296679394,0.21793145536600675
334,0,2,14,0.7288196751523989,0.5469127630424244,0.19003151303257787
335,0,2,15,0.7639224070055589,0.5878896476399665,0.20955386718810531
336,0,2,16,0.832379195191249,0.6045574278167397,0.20767653313234774
337,0,2,17,0.7844647093285029,0.5876097751345734,0.21114976385808537
338,0,2,18,0.7864137989448792,0.5950129170986042,0.20736907728388465
339,0,2,19,0.7922580814769516,0.593280351287885,0.2211445905981943
340,0,2,20,0.7069133027883467,0.5381831825646767,0.18695847135018556
341,0,2,21,0.7387003500563385,0.5676878146479059,0.20156087672772788
342,0,2,22,0.8263027937314904,0.5912868713795576,0.2213569618577376
343,0,2,23,0.7206373846914891,0.5606185257513153,0.2085225532532641
344,0,2,24,0.8081277509089821,0.5974136527561599,0.21404651386992776
345,0,2,25,0.7830723735054653,0.5894936057025205,0.22174617879153996
346,0,2,26,0.6736605995015572,0.5437375171712162,0.1774013466603255
347,0,2,27,0.7913143144556707,0.5879649786202363,0.20769316305124136
348,0,2,28,0.7123649786475064,0.5334373437489233,0.16339079427284744
349,0,2,29,0.8356775953686193,0.60250441345028,0.212707668695159
350,0,2,30,0.8091627244182514,0.587647078703545,0.2061028323834997
351,0,2,31,0.7926995289570501,0.5856731717564929,0.21597507668240046
352,0,2,32,0.7953787212000273,0.5916517202162445,0.21922626493595498
353,0,2,33,0.7809092320940109,0.6025470301418925,0.22185260610254864
354,0,2,34,0.7273532099855902,0.5396424991960761,0.1782388558075231
355,0,2,35,0.8110045953501241,0.6031119796570673,0.21764709093498638
356,0,2,36,0.8281087976696654,0.6043332427686628,0.2213382942132755
357,0,2,37,0.8052044735712548,0.6024985631105646,0.2035636747315072
358,0,2,38,0.6733450078473122,0.5285268872542223,0.1774075331718274
359,0,2,39,0.6289700114594985,0.5165536096252795,0.17657301451455493
360,0,2,40,0.8259046327102337,0.604782391860663,0.21164456563551293
361,0,2,41,0.7883180568436948,0.5892641251179533,0.1988303150993747
362,0,2,42,0.787931996918462,0.597348742900215,0.21005037500905513
363,0,2,43,0.8172676831700249,0.601656276457556,0.21074448808420218
364,0,2,44,0.7819192932922687,0.576617983822807,0.20251295927977572
365,0,2,45,0.8103299760528297,0.5895641411531038,0.21503548076559365
366,0,2,46,0.8340021412402554,0.6045439370369263,0.21100389502881758
367,0,2,47,0.6592678365080709,0.5203654956767219,0.17160170899961785
368,0,2,48,0.7423505737011297,0.5618046817982821,0.2074229408417223
369,0,2,49,0.6546536925266417,0.528504711361185,0.18254116910606147
370,0,2,50,0.7600767028897444,0.5676266885673111,0.19559730725976415
371,0,2,51,0.7570976374751401,0.5694768719807454,0.2044072293809765
372,0,2,52,0.6998051747593277,0.5310236116088504,0.17549098935166907
373,0,2,53,0.7648516510067555,0.5694856945465032,0.20663100148531524
374,0,2,54,0.7949933072649003,0.5950827372116058,0.22213801448080747
375,0,2,55,0.740446101120401,0.5856177367550163,0.21592870605729544
376,0,2,56,0.7029521766289506,0.5469012273192192,0.1847140304483738
377,0,2,57,0.8083603041192624,0.6045675583893212,0.2153630308890529
378,0,2,58,0.7220722392157481,0.56189507282237,0.1912434086043156
379,0,2,59,0.6967525448667267,0.542109493216003,0.1801624242256511
380,0,2,60,0.7276467529585815,0.560555196395978,0.1839985766311031
381,0,2,61,0.8068358728108627,0.5876422900181697,0.19828084802988283
382,0,2,62,0.7699412790131349,0.5605429798952661,0.19581631626802576
383,0,2,63,0.8234368269451418,0.6039378155249695,0.21259062025863776
384,0,2,64,0.5950274626093295,0.5050223422578307,0.17689733576176564
385,0,2,65,0.8193001533013923,0.6031374380079703,0.22040692061967315
386,0,2,66,0.7765120190762115,0.5856287440459386,0.2019963895280294
387,0,2,67,0.7246282872637984,0.540458718072895,0.1840281877741112
388,0,2,68,0.8307686400148342,0.6057872118067601,0.2278544738364273
389,0,2,69,0.8151676537730949,0.6042671619941458,0.22405756156975304
390,0,2,70,0.7859225744373957,0.5933016150825795,0.2135078549957595
391,0,2,71,0.8142663638557857,0.60312621584589,0.21950238862936494
392,0,2,72,0.8173949332500985,0.6016205978435396,0.21179077888086822
393,0,2,73,0.7675233488793576,0.6016298313306631,0.2188451937375153
394,0,2,74,0.7980845303369524,0.6025308999890344,0.20634232254377796
395,0,2,75,0.8312571945664575,0.6079332274890645,0.22744341701343043
396,0,2,76,0.7880333890379857,0.5799775652054869,0.21112885684529267
397,0,2,77,0.8108071255818148,0.5968212408965814,0.22041428086774048
